ReportingArea,MMWR Year,MMWR Week,"Tuberculosis, Current week","Tuberculosis, Current week, flag","Tuberculosis, Previous 52 weeks Max†","Tuberculosis, Previous 52 weeks Max†, flag","Tuberculosis, Cum 2020†","Tuberculosis, Cum 2020†, flag","Tuberculosis, Cum 2019†","Tuberculosis, Cum 2019†, flag","Tularemia, Current week","Tularemia, Current week, flag","Tularemia, Previous 52 weeks Max†","Tularemia, Previous 52 weeks Max†, flag","Tularemia, Cum 2020†","Tularemia, Cum 2020†, flag","Tularemia, Cum 2019†","Tularemia, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
PENNSYLVANIA,2020,40,1,,8,,104,,148,,,-,1,,,-,1,,PENNSYLVANIA,,20204013,POINT (-77.838886 40.896694)
UTAH,2020,40,,-,3,,18,,19,,,-,0,,,-,,-,UTAH,,20204055,POINT (-111.678222 39.323779)
COLORADO,2020,40,,-,6,,26,,43,,,-,0,,,-,6,,COLORADO,,20204050,POINT (-105.547832 38.998552)
VERMONT,2020,40,,-,1,,,-,3,,,-,0,,,-,,-,VERMONT,,20204008,POINT (-72.662695 44.075252)
KENTUCKY,2020,40,1,,7,,49,,52,,,-,2,,4,,8,,KENTUCKY,,20204040,POINT (-85.290484 37.526683)
PUERTO RICO,2020,40,1,,4,,22,,27,,,-,0,,,-,,-,PUERTO RICO,,20204067,POINT (-66.414655 18.215692)
MAINE,2020,40,,-,3,,13,,15,,,-,1,,,-,,-,MAINE,,20204004,POINT (-69.06137 45.117911)
VIRGINIA,2020,40,1,,28,,98,,115,,,-,1,,1,,4,,VIRGINIA,,20204036,POINT (-78.666382 37.510861)
ARIZONA,2020,40,,-,6,,,-,136,,,-,1,,1,,3,,ARIZONA,,20204049,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,40,,-,0,,,-,1,,,-,0,,,-,,-,,AMERICAN SAMOA,20204064,
WISCONSIN,2020,40,,-,4,,26,,35,,,-,1,,1,,3,,WISCONSIN,,20204019,POINT (-89.732969 44.639954)
IDAHO,2020,40,,-,2,,9,,6,,,-,0,,,-,,-,IDAHO,,20204051,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,40,,-,1,,2,,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20204068,POINT (-64.840836 18.060868)
MICHIGAN,2020,40,,-,5,,,-,98,,,-,0,,,-,1,,MICHIGAN,,20204017,POINT (-85.730977 44.874798)
GEORGIA,2020,40,,-,26,,141,,213,,,-,1,,,-,,-,GEORGIA,,20204032,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,40,7,,18,,312,,398,,,-,0,,,-,,-,,NEW YORK CITY,20204012,
ARKANSAS,2020,40,,-,4,,42,,53,,,-,6,,7,,82,,ARKANSAS,,20204044,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,40,,-,3,,23,,51,,,-,0,,,-,1,,MISSISSIPPI,,20204041,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,40,,-,2,,14,,14,,,-,1,,,-,16,,SOUTH DAKOTA,,20204027,POINT (-100.230491 44.43614)
WYOMING,2020,40,,-,0,,,-,1,,,-,1,,2,,1,,WYOMING,,20204056,POINT (-107.55145 42.999627)
MISSOURI,2020,40,,-,4,,43,,44,,,-,2,,16,,22,,MISSOURI,,20204024,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,40,14,,62,,647,,925,,,-,1,,2,,3,,,MIDDLE ATLANTIC,20204009,
CALIFORNIA,2020,40,4,,72,,1005,,1545,,,-,1,,1,,4,,CALIFORNIA,,20204059,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,40,,-,1,,8,,9,,,-,0,,,-,,-,WEST VIRGINIA,,20204037,POINT (-80.613729 38.642579)
FLORIDA,2020,40,2,,14,,295,,439,,,-,0,,,-,,-,FLORIDA,,20204031,POINT (-82.420978 28.260731)
MONTANA,2020,40,,-,1,,,-,1,,,-,1,,1,,2,,MONTANA,,20204052,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,40,,-,33,,188,,245,,,-,3,,26,,72,,,WEST NORTH CENTRAL,20204020,
MASSACHUSETTS,2020,40,3,,7,,75,,141,,,-,1,,4,,4,,MASSACHUSETTS,,20204005,POINT (-71.481104 42.151077)
MOUNTAIN,2020,40,,-,12,,107,,282,,,-,1,,5,,14,,,MOUNTAIN,20204048,
INDIANA,2020,40,2,,5,,73,,87,,,-,1,,1,,,-,INDIANA,,20204016,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,40,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20204069,
US TERRITORIES,2020,40,1,,7,,80,,125,,,-,0,,,-,,-,,US TERRITORIES,20204063,
TOTAL,2020,41,56,,294,,4595,,6842,,2,,5,,63,,229,,,TOTAL,20204170,
US RESIDENTS,2020,41,54,,291,,4513,,6712,,2,,5,,63,,229,,,US RESIDENTS,20204101,
NEW HAMPSHIRE,2020,41,,-,2,,7,,6,,,-,0,,,-,1,,NEW HAMPSHIRE,,20204106,POINT (-71.57139 43.680429)
NEW YORK,2020,41,2,,15,,120,,138,,,-,1,,1,,,-,NEW YORK,,20204111,POINT (-75.59655 42.921241)
PACIFIC,2020,41,9,,78,,1307,,1933,,,-,4,,6,,5,,,PACIFIC,20204157,
WEST SOUTH CENTRAL,2020,41,8,,42,,720,,1074,,,-,5,,9,,98,,,WEST SOUTH CENTRAL,20204143,
NEBRASKA,2020,41,,-,2,,19,,12,,,-,1,,4,,16,,NEBRASKA,,20204125,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,41,5,,14,,221,,274,,1,,3,,5,,19,,,EAST SOUTH CENTRAL,20204138,
NORTH DAKOTA,2020,41,,-,2,,9,,14,,,-,2,,2,,5,,NORTH DAKOTA,,20204126,POINT (-100.46931 47.446305)
NEVADA,2020,41,1,,4,,37,,43,,,-,0,,,-,,-,NEVADA,,20204153,POINT (-114.916992 39.283294)
ILLINOIS,2020,41,,-,54,,143,,260,,,-,1,,1,,,-,ILLINOIS,,20204115,POINT (-89.148632 40.124144)
IOWA,2020,41,,-,3,,30,,37,,,-,1,,1,,2,,IOWA,,20204121,POINT (-93.500061 42.074659)
TEXAS,2020,41,2,,32,,556,,902,,,-,0,,,-,,-,TEXAS,,20204147,POINT (-99.317341 31.447238)
ALASKA,2020,41,,-,6,,43,,37,,,-,0,,,-,,-,ALASKA,,20204158,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,41,,-,3,,13,,18,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20204130,POINT (-77.016275 38.904785)
WASHINGTON,2020,41,,-,10,,117,,177,,,-,4,,4,,,-,WASHINGTON,,20204162,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,41,2,,9,,145,,232,,,-,1,,4,,5,,,NEW ENGLAND,20204102,
RHODE ISLAND,2020,41,,-,2,,7,,11,,,-,0,,,-,,-,RHODE ISLAND,,20204107,POINT (-71.534637 41.572574)
OREGON,2020,41,1,,5,,52,,52,,,-,1,,1,,1,,OREGON,,20204161,POINT (-120.605279 43.940449)
DELAWARE,2020,41,,-,1,,7,,15,,,-,1,,1,,,-,DELAWARE,,20204129,POINT (-75.452394 38.994926)
ALABAMA,2020,41,3,,6,,53,,68,,1,,0,,1,,4,,ALABAMA,,20204139,POINT (-86.844516 32.756889)
KANSAS,2020,41,,-,8,,,-,25,,,-,1,,3,,10,,KANSAS,,20204122,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,41,1,,29,,113,,96,,,-,0,,,-,3,,NORTH CAROLINA,,20204134,POINT (-79.130883 35.52603)
GUAM,2020,41,1,,4,,45,,58,,,-,0,,,-,,-,GUAM,,20204166,POINT (144.653198 13.3532)
NEW JERSEY,2020,41,2,,38,,114,,249,,,-,1,,1,,2,,NEW JERSEY,,20204110,POINT (-74.655514 40.110253)
NEW MEXICO,2020,41,3,,3,,21,,34,,,-,1,,1,,2,,NEW MEXICO,,20204154,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,41,,-,62,,330,,597,,,-,1,,3,,4,,,EAST NORTH CENTRAL,20204114,
TENNESSEE,2020,41,1,,6,,95,,97,,,-,2,,,-,5,,TENNESSEE,,20204142,POINT (-86.343226 35.842998)
CONNECTICUT,2020,41,,-,4,,41,,53,,,-,0,,,-,,-,CONNECTICUT,,20204103,POINT (-72.738288 41.575155)
MARYLAND,2020,41,2,,15,,103,,139,,,-,1,,,-,2,,MARYLAND,,20204133,POINT (-76.687282 38.946466)
HAWAII,2020,41,,-,5,,67,,80,,,-,0,,,-,,-,HAWAII,,20204160,POINT (-157.854309 21.361013)
SOUTH CAROLINA,2020,41,3,,11,,39,,50,,,-,0,,,-,,-,SOUTH CAROLINA,,20204135,POINT (-80.864614 33.878572)
OKLAHOMA,2020,41,1,,5,,50,,53,,,-,5,,1,,15,,OKLAHOMA,,20204146,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,41,,-,3,,12,,42,,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20204165,POINT (145.725693 15.1834)
OHIO,2020,41,,-,19,,88,,107,,,-,0,,,-,,-,OHIO,,20204118,POINT (-82.70936 40.415534)
MINNESOTA,2020,41,,-,27,,73,,102,,,-,0,,,-,1,,MINNESOTA,,20204123,POINT (-94.198308 46.349153)
LOUISIANA,2020,41,5,,7,,72,,65,,,-,0,,,-,,-,LOUISIANA,,20204145,POINT (-91.840238 30.921314)
SOUTH ATLANTIC,2020,41,9,,90,,826,,1116,,,-,1,,2,,9,,,SOUTH ATLANTIC,20204128,
PENNSYLVANIA,2020,41,,-,8,,103,,151,,,-,1,,,-,1,,PENNSYLVANIA,,20204113,POINT (-77.838886 40.896694)
UTAH,2020,41,2,,3,,20,,20,,,-,0,,,-,,-,UTAH,,20204155,POINT (-111.678222 39.323779)
COLORADO,2020,41,,-,6,,26,,44,,,-,0,,,-,6,,COLORADO,,20204150,POINT (-105.547832 38.998552)
VERMONT,2020,41,,-,1,,,-,3,,,-,0,,,-,,-,VERMONT,,20204108,POINT (-72.662695 44.075252)
KENTUCKY,2020,41,1,,7,,50,,57,,,-,2,,4,,9,,KENTUCKY,,20204140,POINT (-85.290484 37.526683)
PUERTO RICO,2020,41,1,,4,,23,,29,,,-,0,,,-,,-,PUERTO RICO,,20204167,POINT (-66.414655 18.215692)
MAINE,2020,41,,-,3,,13,,15,,,-,1,,,-,,-,MAINE,,20204104,POINT (-69.06137 45.117911)
VIRGINIA,2020,41,2,,28,,101,,126,,,-,1,,1,,4,,VIRGINIA,,20204136,POINT (-78.666382 37.510861)
ARIZONA,2020,41,,-,6,,,-,141,,,-,1,,1,,3,,ARIZONA,,20204149,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,41,,-,0,,,-,1,,,-,0,,,-,,-,,AMERICAN SAMOA,20204164,
WISCONSIN,2020,41,,-,4,,26,,37,,,-,1,,1,,3,,WISCONSIN,,20204119,POINT (-89.732969 44.639954)
IDAHO,2020,41,,-,2,,9,,6,,,-,0,,,-,,-,IDAHO,,20204151,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,41,,-,1,,2,,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20204168,POINT (-64.840836 18.060868)
MICHIGAN,2020,41,,-,5,,,-,103,,,-,0,,,-,1,,MICHIGAN,,20204117,POINT (-85.730977 44.874798)
GEORGIA,2020,41,,-,26,,141,,217,,,-,1,,,-,,-,GEORGIA,,20204132,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,41,11,,18,,321,,409,,,-,0,,,-,,-,,NEW YORK CITY,20204112,
ARKANSAS,2020,41,,-,4,,42,,54,,,-,2,,8,,83,,ARKANSAS,,20204144,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,41,,-,3,,23,,52,,,-,0,,,-,1,,MISSISSIPPI,,20204141,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,41,,-,2,,14,,14,,,-,1,,,-,16,,SOUTH DAKOTA,,20204127,POINT (-100.230491 44.43614)
WYOMING,2020,41,,-,0,,,-,1,,,-,1,,2,,1,,WYOMING,,20204156,POINT (-107.55145 42.999627)
MISSOURI,2020,41,,-,4,,48,,44,,1,,2,,17,,22,,MISSOURI,,20204124,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,41,15,,62,,658,,947,,,-,1,,2,,3,,,MIDDLE ATLANTIC,20204109,
CALIFORNIA,2020,41,8,,72,,1028,,1587,,,-,1,,1,,4,,CALIFORNIA,,20204159,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,41,,-,1,,8,,9,,,-,0,,,-,,-,WEST VIRGINIA,,20204137,POINT (-80.613729 38.642579)
FLORIDA,2020,41,1,,14,,301,,446,,,-,0,,,-,,-,FLORIDA,,20204131,POINT (-82.420978 28.260731)
MONTANA,2020,41,,-,1,,,-,2,,,-,1,,1,,2,,MONTANA,,20204152,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,41,,-,33,,193,,248,,1,,3,,27,,72,,,WEST NORTH CENTRAL,20204120,
MASSACHUSETTS,2020,41,2,,7,,77,,144,,,-,1,,4,,4,,MASSACHUSETTS,,20204105,POINT (-71.481104 42.151077)
MOUNTAIN,2020,41,6,,12,,113,,291,,,-,1,,5,,14,,,MOUNTAIN,20204148,
INDIANA,2020,41,,-,5,,73,,90,,,-,1,,1,,,-,INDIANA,,20204116,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20204169,
US TERRITORIES,2020,41,2,,7,,82,,130,,,-,0,,,-,,-,,US TERRITORIES,20204163,
TOTAL,2020,46,37,,294,,5053,,7695,,,-,6,,71,,248,,,TOTAL,20204670,
US RESIDENTS,2020,46,36,,291,,4967,,7544,,,-,6,,71,,248,,,US RESIDENTS,20204601,
NEW HAMPSHIRE,2020,46,,-,2,,7,,7,,,-,0,,,-,1,,NEW HAMPSHIRE,,20204606,POINT (-71.57139 43.680429)
NEW YORK,2020,46,4,,15,,140,,153,,,-,1,,1,,3,,NEW YORK,,20204611,POINT (-75.59655 42.921241)
PACIFIC,2020,46,1,,78,,1422,,2199,,,-,4,,7,,5,,,PACIFIC,20204657,
WEST SOUTH CENTRAL,2020,46,3,,42,,737,,1195,,,-,5,,9,,105,,,WEST SOUTH CENTRAL,20204643,
NEBRASKA,2020,46,,-,2,,19,,14,,,-,1,,5,,18,,NEBRASKA,,20204625,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,46,9,,15,,256,,300,,,-,3,,7,,21,,,EAST SOUTH CENTRAL,20204638,
NORTH DAKOTA,2020,46,,-,2,,9,,16,,,-,2,,2,,5,,NORTH DAKOTA,,20204626,POINT (-100.46931 47.446305)
NEVADA,2020,46,,-,3,,52,,49,,,-,0,,,-,,-,NEVADA,,20204653,POINT (-114.916992 39.283294)
ILLINOIS,2020,46,,-,54,,160,,272,,,-,1,,1,,,-,ILLINOIS,,20204615,POINT (-89.148632 40.124144)
IOWA,2020,46,,-,3,,30,,45,,,-,1,,1,,3,,IOWA,,20204621,POINT (-93.500061 42.074659)
TEXAS,2020,46,,-,32,,556,,1011,,,-,0,,,-,,-,TEXAS,,20204647,POINT (-99.317341 31.447238)
ALASKA,2020,46,,-,4,,44,,51,,,-,0,,,-,,-,ALASKA,,20204658,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,46,,-,3,,19,,19,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20204630,POINT (-77.016275 38.904785)
WASHINGTON,2020,46,,-,10,,130,,191,,,-,4,,5,,,-,WASHINGTON,,20204662,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,46,,-,9,,174,,262,,,-,1,,4,,6,,,NEW ENGLAND,20204602,
RHODE ISLAND,2020,46,,-,2,,7,,13,,,-,0,,,-,,-,RHODE ISLAND,,20204607,POINT (-71.534637 41.572574)
OREGON,2020,46,,-,5,,57,,60,,,-,1,,1,,1,,OREGON,,20204661,POINT (-120.605279 43.940449)
DELAWARE,2020,46,,-,1,,8,,16,,,-,1,,1,,,-,DELAWARE,,20204629,POINT (-75.452394 38.994926)
ALABAMA,2020,46,1,,6,,65,,75,,,-,1,,1,,4,,ALABAMA,,20204639,POINT (-86.844516 32.756889)
KANSAS,2020,46,,-,5,,,-,33,,,-,1,,5,,10,,KANSAS,,20204622,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,46,,-,29,,123,,110,,,-,0,,,-,3,,NORTH CAROLINA,,20204634,POINT (-79.130883 35.52603)
GUAM,2020,46,1,,4,,49,,69,,,-,0,,,-,,-,GUAM,,20204666,POINT (144.653198 13.3532)
NEW JERSEY,2020,46,4,,38,,129,,293,,,-,1,,1,,2,,NEW JERSEY,,20204610,POINT (-74.655514 40.110253)
NEW MEXICO,2020,46,,-,3,,22,,38,,,-,1,,1,,2,,NEW MEXICO,,20204654,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,46,,-,62,,355,,655,,,-,1,,3,,4,,,EAST NORTH CENTRAL,20204614,
TENNESSEE,2020,46,3,,6,,109,,109,,,-,2,,2,,6,,TENNESSEE,,20204642,POINT (-86.343226 35.842998)
CONNECTICUT,2020,46,,-,4,,45,,60,,,-,0,,,-,,-,CONNECTICUT,,20204603,POINT (-72.738288 41.575155)
MARYLAND,2020,46,,-,15,,113,,159,,,-,0,,,-,2,,MARYLAND,,20204633,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,46,,-,11,,49,,58,,,-,0,,,-,,-,SOUTH CAROLINA,,20204635,POINT (-80.864614 33.878572)
OKLAHOMA,2020,46,2,,5,,56,,59,,,-,5,,1,,15,,OKLAHOMA,,20204646,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,46,,-,3,,12,,48,,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20204665,POINT (145.725693 15.1834)
OHIO,2020,46,,-,19,,89,,126,,,-,0,,,-,,-,OHIO,,20204618,POINT (-82.70936 40.415534)
MINNESOTA,2020,46,,-,27,,80,,117,,,-,0,,,-,1,,MINNESOTA,,20204623,POINT (-94.198308 46.349153)
LOUISIANA,2020,46,1,,7,,81,,68,,,-,0,,,-,,-,LOUISIANA,,20204645,POINT (-91.840238 30.921314)
HAWAII,2020,46,,-,5,,72,,83,,,-,0,,,-,,-,HAWAII,,20204660,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,46,2,,90,,918,,1232,,,-,1,,2,,9,,,SOUTH ATLANTIC,20204628,
PENNSYLVANIA,2020,46,4,,10,,128,,172,,,-,1,,,-,2,,PENNSYLVANIA,,20204613,POINT (-77.838886 40.896694)
UTAH,2020,46,,-,3,,23,,23,,,-,0,,,-,,-,UTAH,,20204655,POINT (-111.678222 39.323779)
COLORADO,2020,46,,-,6,,26,,55,,,-,1,,1,,6,,COLORADO,,20204650,POINT (-105.547832 38.998552)
VERMONT,2020,46,,-,1,,1,,3,,,-,0,,,-,,-,VERMONT,,20204608,POINT (-72.662695 44.075252)
KENTUCKY,2020,46,5,,7,,58,,62,,,-,2,,4,,10,,KENTUCKY,,20204640,POINT (-85.290484 37.526683)
PUERTO RICO,2020,46,,-,4,,23,,33,,,-,0,,,-,,-,PUERTO RICO,,20204667,POINT (-66.414655 18.215692)
MAINE,2020,46,,-,3,,15,,16,,,-,0,,,-,1,,MAINE,,20204604,POINT (-69.06137 45.117911)
VIRGINIA,2020,46,2,,28,,125,,136,,,-,1,,1,,4,,VIRGINIA,,20204636,POINT (-78.666382 37.510861)
ARIZONA,2020,46,,-,6,,,-,161,,,-,1,,1,,3,,ARIZONA,,20204649,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,46,,-,0,,,-,1,,,-,0,,,-,,-,,AMERICAN SAMOA,20204664,
WISCONSIN,2020,46,,-,3,,28,,46,,,-,1,,1,,3,,WISCONSIN,,20204619,POINT (-89.732969 44.639954)
IDAHO,2020,46,,-,2,,9,,6,,,-,0,,,-,,-,IDAHO,,20204651,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,46,,-,1,,2,,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20204668,POINT (-64.840836 18.060868)
MICHIGAN,2020,46,,-,5,,,-,115,,,-,0,,,-,1,,MICHIGAN,,20204617,POINT (-85.730977 44.874798)
GEORGIA,2020,46,,-,26,,147,,230,,,-,1,,,-,,-,GEORGIA,,20204632,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,46,9,,18,,374,,456,,,-,0,,,-,,-,,NEW YORK CITY,20204612,
ARKANSAS,2020,46,,-,4,,44,,57,,,-,2,,8,,90,,ARKANSAS,,20204644,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,46,,-,3,,24,,54,,,-,0,,,-,1,,MISSISSIPPI,,20204641,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,46,,-,2,,15,,16,,,-,1,,,-,16,,SOUTH DAKOTA,,20204627,POINT (-100.230491 44.43614)
WYOMING,2020,46,,-,0,,,-,1,,,-,1,,2,,1,,WYOMING,,20204656,POINT (-107.55145 42.999627)
MISSOURI,2020,46,,-,4,,49,,51,,,-,2,,18,,24,,MISSOURI,,20204624,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,46,21,,62,,771,,1074,,,-,1,,2,,7,,,MIDDLE ATLANTIC,20204609,
CALIFORNIA,2020,46,1,,72,,1119,,1814,,,-,1,,1,,4,,CALIFORNIA,,20204659,POINT (-119.662127 37.211164)
TOTAL,2020,42,25,,294,,4672,,6976,,,-,5,,65,,232,,,TOTAL,20204270,
US RESIDENTS,2020,42,25,,291,,4590,,6843,,,-,5,,65,,232,,,US RESIDENTS,20204201,
NEW HAMPSHIRE,2020,42,,-,2,,7,,6,,,-,0,,,-,1,,NEW HAMPSHIRE,,20204206,POINT (-71.57139 43.680429)
NEW YORK,2020,42,2,,15,,124,,140,,,-,1,,1,,1,,NEW YORK,,20204211,POINT (-75.59655 42.921241)
PACIFIC,2020,42,3,,78,,1329,,1974,,,-,4,,6,,5,,,PACIFIC,20204257,
WEST SOUTH CENTRAL,2020,42,3,,42,,723,,1096,,,-,5,,9,,99,,,WEST SOUTH CENTRAL,20204243,
NEBRASKA,2020,42,,-,2,,19,,12,,,-,1,,4,,17,,NEBRASKA,,20204225,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,42,3,,15,,226,,279,,,-,3,,5,,19,,,EAST SOUTH CENTRAL,20204238,
NORTH DAKOTA,2020,42,,-,2,,9,,15,,,-,2,,2,,5,,NORTH DAKOTA,,20204226,POINT (-100.46931 47.446305)
NEVADA,2020,42,,-,4,,41,,43,,,-,0,,,-,,-,NEVADA,,20204253,POINT (-114.916992 39.283294)
ILLINOIS,2020,42,,-,54,,143,,260,,,-,1,,1,,,-,ILLINOIS,,20204215,POINT (-89.148632 40.124144)
IOWA,2020,42,,-,3,,30,,39,,,-,1,,1,,2,,IOWA,,20204221,POINT (-93.500061 42.074659)
TEXAS,2020,42,,-,32,,556,,920,,,-,0,,,-,,-,TEXAS,,20204247,POINT (-99.317341 31.447238)
ALASKA,2020,42,,-,6,,44,,38,,,-,0,,,-,,-,ALASKA,,20204258,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,42,,-,3,,13,,18,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20204230,POINT (-77.016275 38.904785)
WASHINGTON,2020,42,,-,10,,121,,182,,,-,4,,4,,,-,WASHINGTON,,20204262,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,42,,-,9,,162,,239,,,-,1,,4,,5,,,NEW ENGLAND,20204202,
RHODE ISLAND,2020,42,,-,2,,7,,12,,,-,0,,,-,,-,RHODE ISLAND,,20204207,POINT (-71.534637 41.572574)
OREGON,2020,42,1,,5,,52,,52,,,-,1,,1,,1,,OREGON,,20204261,POINT (-120.605279 43.940449)
DELAWARE,2020,42,,-,1,,7,,15,,,-,1,,1,,,-,DELAWARE,,20204229,POINT (-75.452394 38.994926)
ALABAMA,2020,42,,-,6,,53,,70,,,-,1,,1,,4,,ALABAMA,,20204239,POINT (-86.844516 32.756889)
KANSAS,2020,42,,-,8,,,-,25,,,-,1,,5,,10,,KANSAS,,20204222,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,42,2,,29,,115,,99,,,-,0,,,-,3,,NORTH CAROLINA,,20204234,POINT (-79.130883 35.52603)
GUAM,2020,42,,-,4,,45,,61,,,-,0,,,-,,-,GUAM,,20204266,POINT (144.653198 13.3532)
NEW JERSEY,2020,42,1,,38,,115,,260,,,-,1,,1,,2,,NEW JERSEY,,20204210,POINT (-74.655514 40.110253)
NEW MEXICO,2020,42,,-,3,,21,,34,,,-,1,,1,,2,,NEW MEXICO,,20204254,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,42,,-,62,,332,,601,,,-,1,,3,,4,,,EAST NORTH CENTRAL,20204214,
TENNESSEE,2020,42,3,,6,,98,,98,,,-,2,,,-,5,,TENNESSEE,,20204242,POINT (-86.343226 35.842998)
CONNECTICUT,2020,42,,-,4,,43,,56,,,-,0,,,-,,-,CONNECTICUT,,20204203,POINT (-72.738288 41.575155)
MARYLAND,2020,42,,-,15,,103,,142,,,-,0,,,-,2,,MARYLAND,,20204233,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,42,2,,11,,41,,50,,,-,0,,,-,,-,SOUTH CAROLINA,,20204235,POINT (-80.864614 33.878572)
OKLAHOMA,2020,42,3,,5,,53,,53,,,-,5,,1,,15,,OKLAHOMA,,20204246,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,42,,-,3,,12,,42,,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20204265,POINT (145.725693 15.1834)
OHIO,2020,42,,-,19,,89,,107,,,-,0,,,-,,-,OHIO,,20204218,POINT (-82.70936 40.415534)
MINNESOTA,2020,42,,-,27,,73,,102,,,-,0,,,-,1,,MINNESOTA,,20204223,POINT (-94.198308 46.349153)
LOUISIANA,2020,42,,-,7,,72,,67,,,-,0,,,-,,-,LOUISIANA,,20204245,POINT (-91.840238 30.921314)
HAWAII,2020,42,,-,5,,67,,82,,,-,0,,,-,,-,HAWAII,,20204260,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,42,5,,90,,833,,1134,,,-,1,,2,,9,,,SOUTH ATLANTIC,20204228,
PENNSYLVANIA,2020,42,,-,8,,104,,154,,,-,1,,,-,1,,PENNSYLVANIA,,20204213,POINT (-77.838886 40.896694)
UTAH,2020,42,,-,3,,20,,21,,,-,0,,,-,,-,UTAH,,20204255,POINT (-111.678222 39.323779)
COLORADO,2020,42,,-,6,,26,,46,,,-,0,,,-,6,,COLORADO,,20204250,POINT (-105.547832 38.998552)
VERMONT,2020,42,,-,1,,1,,3,,,-,0,,,-,,-,VERMONT,,20204208,POINT (-72.662695 44.075252)
AMERICAN SAMOA,2020,42,,-,0,,,-,1,,,-,0,,,-,,-,,AMERICAN SAMOA,20204264,
WEST VIRGINIA,2020,46,,-,1,,8,,10,,,-,0,,,-,,-,WEST VIRGINIA,,20204637,POINT (-80.613729 38.642579)
FLORIDA,2020,46,,-,14,,326,,494,,,-,0,,,-,,-,FLORIDA,,20204631,POINT (-82.420978 28.260731)
MONTANA,2020,46,,-,0,,,-,2,,,-,1,,1,,2,,MONTANA,,20204652,POINT (-109.645127 47.033521)
KENTUCKY,2020,42,,-,7,,51,,58,,,-,2,,4,,9,,KENTUCKY,,20204240,POINT (-85.290484 37.526683)
